11002,11002,0,0,368,0,0
11002,11000,323,363,359,323,323
11002,11001,342,362,362,342,346
11002,10509,206,264,358,206,210
11002,2,317,375,389,317,323
11002,10100,137,267,359,137,137
11002,21006,328,390,384,328,328
11002,20806,336,378,382,336,338
11002,20501,317,377,375,329,317
11002,20908,330,378,370,330,330
11002,10304,158,246,362,158,158
11002,10707,233,233,377,319,319
11002,20608,320,376,376,320,324
11002,10300,202,262,368,204,202
11002,20506,338,368,380,342,338
11002,10209,321,321,357,341,341
11002,10104,170,222,346,170,172
11002,20707,333,383,383,335,333
11002,10108,132,308,364,148,132
11002,20700,329,383,381,329,333
11002,20600,317,377,389,325,317
11002,21000,326,374,390,332,326
11002,20709,331,365,383,341,331
11002,20505,329,385,387,337,329
11002,20108,322,374,388,322,324
11002,10601,183,351,339,183,183
11002,10404,319,319,369,347,347
11002,20303,335,379,391,335,335
11002,20502,323,373,385,333,323
11002,20702,328,382,388,330,328
11002,20107,318,376,388,318,328
11002,20602,328,384,382,334,328
11002,20807,320,382,378,328,320
11002,20203,317,379,387,327,317
11002,20900,339,373,391,339,339
11002,1,133,271,365,137,133
11002,20607,324,372,388,328,324
11002,20500,339,371,385,341,339
11002,10607,307,315,355,307,315
11002,10809,74,266,360,74,74
11002,10508,327,327,355,339,335
11002,20100,318,370,388,318,324
11002,21005,354,380,390,354,360
11002,10803,282,328,336,292,282
11002,10101,134,300,340,138,134
11002,20903,323,381,381,323,323
11002,20804,335,377,385,343,335
11002,20302,318,368,380,318,322
11002,10200,135,323,355,137,135
11002,10706,248,310,376,248,248
11002,20809,328,380,388,340,328
11002,20706,315,385,389,327,315
11002,10701,334,334,354,334,334
11002,10306,155,295,363,173,155
11002,10102,158,278,346,158,158
11002,10205,153,325,355,155,153
11002,20508,335,381,393,335,335
11002,21001,322,380,390,336,322
11002,10808,119,307,375,119,121
11002,20909,346,378,386,346,352
11002,20603,323,393,379,323,327
11002,20301,314,380,394,328,314
11002,20907,314,380,372,340,314
11002,10602,123,303,369,125,123
11002,20300,317,383,391,317,317
11002,11009,257,257,351,339,339
11002,10608,107,301,369,113,107
11002,10609,328,334,366,328,340
11002,10401,289,289,361,323,323
11002,10500,317,317,365,333,335
11002,10208,177,219,359,177,177
11002,11007,249,337,361,255,249
11002,10303,170,296,366,170,172
11002,20805,346,374,394,346,354
11002,10606,172,282,362,172,188
11002,10501,290,290,364,348,344
11002,10903,256,380,338,336,256
11002,10405,306,306,362,338,338
11002,20906,330,382,380,330,332
11002,11003,313,333,361,313,313
11002,20403,348,370,384,350,348
11002,20509,330,380,380,334,330
11002,21007,313,391,381,319,313
11002,10805,116,340,362,120,116
11002,20503,324,374,394,324,324
11002,11005,340,352,364,340,340
11002,10907,296,334,366,296,296
11002,20308,313,377,385,321,313
11002,10800,322,350,366,322,322
11002,20409,329,387,381,329,331
11002,10502,104,280,374,104,104
11002,20407,334,376,386,338,334
11002,20106,329,383,391,333,329
11002,10406,117,269,363,125,117
11002,10705,291,351,365,291,291
11002,11008,345,357,367,345,353
11002,20609,333,377,387,333,333
11002,20207,319,385,369,319,325
11002,10503,177,325,349,177,177
11002,20401,327,379,381,333,327
11002,20901,331,381,389,335,331
11002,10308,175,285,363,175,175
11002,20103,311,379,389,323,311
11002,10506,313,313,353,333,341
11002,10806,335,343,375,335,341
11002,10403,92,282,352,92,92
11002,20402,328,376,382,328,330
11002,10703,151,291,369,151,151
11002,10908,287,287,367,341,341
11002,10204,302,302,358,342,342
11002,20504,318,384,384,318,328
11002,20803,335,379,381,343,335
11002,10704,330,338,378,332,330
11002,20801,343,383,383,343,349
11002,21008,344,374,388,344,354
11002,10307,302,302,370,328,322
11002,20605,322,376,380,334,322
11002,21003,318,382,390,324,318
11002,20102,309,373,387,333,309
11002,10109,169,299,357,169,169
11002,10301,238,322,354,238,238
11002,10804,188,240,370,188,188
11002,10402,119,315,353,125,119
11002,10106,179,265,359,179,179
11002,20802,328,380,382,328,328
11002,20209,329,371,387,329,329
11002,20708,324,380,376,338,324
11002,20408,320,374,388,320,326
11002,10505,339,377,365,339,343
11002,20800,338,392,382,338,338
11002,20904,335,391,383,337,335
11002,10507,138,316,366,142,138
11002,10105,331,331,353,341,339
11002,20902,335,363,377,335,335
11002,10302,95,249,367,95,95
11002,10107,134,276,352,138,134
11002,20105,324,372,390,324,324
11002,10504,171,349,361,171,181
11002,20306,309,377,389,321,309
11002,10900,140,310,346,140,148
11002,10709,294,304,372,294,294
11002,20205,325,373,377,325,325
11002,10901,322,322,364,332,330
11002,10902,332,362,368,332,332
11002,10702,339,353,373,339,339
11002,10904,340,340,374,344,346
11002,10807,335,335,371,341,339
11002,20101,318,372,388,318,324
11002,10408,172,254,354,172,172
11002,20104,312,376,386,312,312
11002,10605,320,346,360,320,320
11002,20202,327,381,373,329,327
11002,10201,174,230,354,174,178
11002,20507,340,382,392,342,340
11002,10206,127,267,369,127,137
11002,20305,330,384,374,330,330
11002,20201,321,375,375,321,327
11002,20405,326,378,384,326,328
11002,20406,337,383,389,337,337
11002,21009,339,387,383,339,345
11002,10801,313,363,371,313,313
11002,10708,349,379,371,349,349
11002,10909,118,304,376,118,120
11002,10400,119,341,371,123,119
11002,20604,335,385,381,337,335
11002,20701,317,387,371,317,319
11002,10203,191,301,353,191,191
11002,20200,327,385,369,329,327
11002,20400,318,370,382,324,318
11002,20703,329,381,391,329,329
11002,11006,125,309,353,125,125
11002,10207,291,291,355,327,327
11002,10103,177,271,367,177,177
11002,20905,338,380,384,340,338
11002,20204,308,376,386,324,308
11002,10802,330,344,372,330,336
11002,10600,129,349,367,137,129
11002,10305,136,292,354,138,136
11002,10407,330,336,370,330,330
11002,20606,322,380,372,334,322
11002,20704,302,382,390,310,302
11002,10700,122,364,352,122,122
11002,20808,326,378,380,332,326
11002,20304,321,375,395,321,321
11002,10409,127,317,371,127,127
11002,20307,313,375,389,329,313
11002,20309,312,376,384,330,312
11002,20206,314,370,386,320,314
11002,10906,341,345,357,341,341
11002,10309,130,258,366,130,130
11002,21004,317,389,391,323,317
11002,10603,125,327,363,189,125
11002,21002,336,382,386,336,340
11002,20208,325,381,371,325,329
11002,10202,106,282,360,106,114
11002,20601,328,380,386,330,328
11002,10905,314,314,372,338,338
11002,20109,312,378,388,318,312
11002,11004,300,300,362,326,332
11002,10604,176,310,368,176,176
11002,20705,335,385,389,339,335
11002,20404,325,381,371,325,331
11000,11002,253,363,359,253,263
11000,11000,0,0,368,0,0
11000,11001,271,355,355,271,277
11000,10509,267,367,361,267,267
11000,2,300,380,376,300,302
11000,10100,310,352,372,310,310
11000,21006,293,387,387,327,293
11000,20806,297,377,373,307,297
11000,20501,294,392,378,314,294
11000,20908,289,381,375,305,289
11000,10304,269,359,371,269,273
11000,10707,246,340,364,258,246
11000,20608,303,391,371,311,303
11000,10300,259,313,361,259,269
11000,20506,291,385,383,313,291
11000,10209,250,356,370,250,258
11000,10104,267,355,369,267,271
11000,20707,298,380,382,316,298
11000,10108,259,363,385,263,259
11000,20700,304,380,386,324,304
11000,20600,308,382,382,310,308
11000,21000,291,387,387,331,291
11000,20709,270,368,374,300,270
11000,20505,288,374,368,308,288
11000,20108,299,371,387,301,299
11000,10601,270,352,376,270,270
11000,10404,228,342,374,228,228
11000,20303,296,382,368,308,296
11000,20502,290,382,368,314,290
11000,20702,287,393,385,311,287
11000,20107,303,381,373,305,303
11000,20602,291,381,379,307,291
11000,20807,283,381,377,325,283
11000,20203,296,382,382,296,300
11000,20900,288,376,382,306,288
11000,1,266,354,380,266,270
11000,20607,281,381,367,311,281
11000,20500,286,376,380,312,286
11000,10607,270,342,370,270,274
11000,10809,267,357,385,267,281
11000,10508,218,328,374,218,218
11000,20100,301,381,369,301,303
11000,21005,297,377,375,335,297
11000,10803,225,355,377,225,225
11000,10101,267,343,367,275,267
11000,20903,282,370,382,306,282
11000,20804,294,384,370,306,294
11000,20302,303,381,381,305,303
11000,10200,268,348,372,268,272
11000,10706,245,349,373,245,253
