20403,20403,0,0,176,0,0
20403,20408,18,150,180,18,18
20403,10609,156,186,190,160,156
20403,10907,153,189,197,155,153
20403,20405,50,146,180,50,50
20403,20607,10,128,178,10,10
20403,10509,157,191,191,161,157
20403,20203,6,154,176,6,6
20403,21007,16,104,172,16,16
20403,20705,67,151,171,67,141
20403,10700,139,195,193,139,167
20403,10906,155,183,195,159,155
20403,10305,159,189,191,159,161
20403,20700,11,135,181,11,11
20403,20801,58,138,168,58,58
20403,10802,156,194,196,166,156
20403,10304,157,185,193,161,157
20403,10302,141,179,193,147,141
20403,20604,134,134,178,138,138
20403,20605,8,124,168,8,8
20403,20601,134,148,190,134,134
20403,10201,152,188,190,156,152
20403,20105,5,155,175,5,5
20403,10606,158,190,188,160,158
20403,10707,115,195,187,115,157
20403,21005,66,144,188,66,66
20403,10901,137,189,197,137,165
20403,20308,55,141,165,69,55
20403,21006,88,158,190,100,88
20403,21000,128,158,176,128,128
20403,10407,154,180,184,158,154
20403,20303,53,155,179,53,135
20403,20806,20,142,170,28,20
20403,20507,77,157,179,77,77
20403,20204,6,146,176,6,6
20403,10602,132,186,192,132,144
20403,10207,154,182,186,154,154
20403,10102,151,189,193,157,151
20403,10301,153,183,189,157,153
20403,20104,7,155,173,7,7
20403,10403,138,172,188,144,138
20403,20108,7,151,175,7,7
20403,10501,157,191,191,157,157
20403,10503,159,185,195,163,159
20403,20109,5,151,177,5,5
20403,11000,160,192,190,160,162
20403,10807,126,198,190,128,126
20403,20501,59,129,157,85,59
20403,20709,61,123,177,63,61
20403,11006,154,198,198,162,154
20403,11003,144,194,196,144,148
20403,10104,153,191,189,153,153
20403,20101,5,155,173,5,5
20403,10601,156,188,190,156,158
20403,10800,156,188,200,156,156
20403,20906,61,151,165,85,61
20403,20704,43,151,177,71,43
20403,20900,55,135,157,75,55
20403,20703,91,139,163,91,121
20403,10308,145,185,197,151,145
20403,20205,6,154,176,6,6
20403,20509,115,137,181,115,115
20403,10107,147,193,189,147,147
20403,20306,11,139,165,11,11
20403,10607,152,178,180,152,154
20403,10402,150,186,190,154,150
20403,20302,9,145,177,9,9
20403,20401,60,152,182,72,60
20403,20508,23,175,173,23,23
20403,10406,132,190,188,132,154
20403,20800,56,170,170,56,108
20403,20400,78,174,164,78,150
20403,10404,154,180,182,158,154
20403,10101,139,183,191,139,139
20403,20805,116,164,170,116,136
20403,10804,140,194,192,140,166
20403,11008,160,188,190,168,160
20403,10204,152,192,182,158,152
20403,20707,23,141,169,23,23
20403,20701,57,175,169,57,117
20403,20903,45,161,169,71,45
20403,10507,153,197,193,153,157
20403,21004,80,176,186,80,84
20403,20904,19,133,157,19,19
20403,10900,151,189,187,151,157
20403,20606,44,150,162,128,44
20403,10502,155,187,185,159,155
20403,20908,63,105,163,81,63
20403,10905,157,193,193,157,161
20403,10408,142,188,196,142,164
20403,20406,24,134,168,24,24
20403,10608,156,190,194,166,156
20403,10106,155,187,191,155,155
20403,10200,152,182,186,152,170
20403,10400,136,190,196,136,170
20403,20809,12,160,172,12,12
20403,20901,83,139,181,83,83
20403,10805,124,190,200,124,144
20403,21002,72,168,166,72,72
20403,20702,73,155,173,73,117
20403,10300,147,187,187,159,147
20403,10205,154,190,186,154,156
20403,10702,153,181,185,153,155
20403,20905,85,165,173,173,85
20403,11007,146,190,192,146,164
20403,20505,121,127,163,121,125
20403,20503,37,167,177,57,37
20403,20506,23,149,171,23,23
20403,20200,14,150,182,28,14
20403,10508,159,187,191,159,159
20403,21003,36,156,174,64,36
20403,20309,15,149,179,21,15
20403,20402,112,128,178,112,112
20403,20907,19,143,173,19,19
20403,20300,25,155,175,35,25
20403,20209,14,162,166,16,14
20403,10202,150,190,186,170,150
20403,10103,161,193,189,165,161
20403,20807,82,132,166,82,114
20403,20305,7,167,177,7,7
20403,20708,37,171,173,39,37
20403,10208,154,186,192,158,154
20403,20304,63,149,179,63,119
20403,10100,153,187,185,157,153
20403,10709,151,185,193,151,151
20403,10704,155,185,185,155,155
20403,2,4,150,174,4,4
20403,20409,48,116,180,48,48
20403,10806,148,192,192,152,148
20403,10701,155,193,193,155,159
20403,10803,158,174,180,162,158
20403,20808,58,154,168,58,118
20403,10703,139,189,199,139,155
20403,20803,16,140,166,26,16
20403,21001,74,126,166,80,74
20403,11004,156,190,188,174,156
20403,20103,5,155,175,5,5
20403,10909,145,181,187,145,169
20403,10306,155,175,189,157,155
20403,10603,158,192,188,158,168
20403,10604,154,178,188,156,154
20403,10303,153,183,191,153,161
20403,20902,123,149,177,123,127
20403,20100,5,157,177,5,5
20403,20404,58,148,166,116,58
20403,10801,150,182,194,162,150
20403,1,152,186,190,156,152
20403,10405,152,188,188,156,152
20403,20802,134,168,184,140,134
20403,10506,153,181,191,157,153
20403,10206,152,186,192,156,152
20403,10808,152,184,192,152,158
20403,20107,5,179,173,5,5
20403,20106,5,145,173,5,5
20403,20207,4,154,174,4,4
20403,20301,5,159,171,7,5
20403,20609,10,152,174,10,10
20403,10307,155,185,195,155,157
20403,10903,155,187,197,155,163
20403,11001,148,194,194,148,152
20403,10600,134,192,194,146,134
20403,20307,63,167,171,63,135
20403,20603,146,164,188,146,148
20403,10902,125,187,195,125,125
20403,20208,40,154,174,72,40
20403,20504,65,153,183,65,133
20403,10108,155,189,183,155,155
20403,20201,6,172,174,6,6
20403,10505,153,185,185,155,153
20403,21008,88,168,172,104,88
20403,20909,83,151,175,83,143
20403,20706,53,173,163,53,53
20403,10309,141,195,187,155,141
20403,20602,10,110,168,10,10
20403,10705,157,185,193,161,157
20403,20500,19,171,163,27,19
20403,11002,154,184,196,154,154
20403,20102,21,169,173,27,21
20403,20407,112,132,180,112,112
20403,20600,12,146,170,12,12
20403,20206,6,142,178,6,6
20403,20608,70,158,178,76,70
20403,20502,9,131,177,9,9
20403,10209,150,186,192,154,150
20403,10904,151,195,185,157,151
20403,10203,146,184,186,146,166
20403,11005,156,198,196,156,162
20403,10908,153,185,187,161,153
20403,20202,8,152,174,10,8
20403,10105,155,191,189,159,155
20403,10409,154,190,188,154,156
20403,10401,140,180,184,140,162
20403,10708,155,191,191,155,157
20403,10605,140,176,188,144,140
20403,20804,16,152,174,26,16
20403,10706,151,193,189,151,153
20403,10504,155,187,195,159,155
20403,10109,149,191,193,157,149
20403,10809,156,196,200,156,166
20403,10500,153,191,193,157,153
20408,20403,6,142,180,6,6
20408,20408,0,0,178,0,0
20408,10609,156,192,184,160,156
20408,10907,155,183,189,155,159
20408,20405,50,158,180,50,50
20408,20607,10,124,180,10,10
20408,10509,157,189,183,159,157
20408,20203,6,122,176,6,6
20408,21007,24,156,176,30,24
20408,20705,67,133,181,67,141
20408,10700,139,197,193,139,171
20408,10906,153,181,189,155,153
20408,10305,159,195,187,159,161
20408,20700,11,161,159,11,11
20408,20801,56,136,182,56,56
20408,10802,156,194,192,166,156
20408,10304,153,189,185,157,153
20408,10302,145,187,189,151,145
